.data
# Numero de aliados, numero de inimigos
MAP4_CHARACTERS:.byte	6, 8
# Codigos:
# 0 - chao
# 1 - parede
# 2 - aliado (espada)
# 3 - aliado (lanca)
# 4 - aliado (machado)
# 5 - inimigo (espada)
# 6 - inimigo (lanca)
# 7 - inimigo (machado)
MAP4_TILES:	.word	15, 10,
		.byte	0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 3, 0, 0,
			0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1,
			0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0,
			0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3,
			1, 0, 0, 0, 0, 0, 1, 0, 1, 7, 0, 0, 0, 0, 0,
			0, 0, 0, 0, 5, 0, 7, 1, 7, 1, 0, 0, 0, 0, 1,
			0, 0, 5, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0,
			0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0,
			6, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
			1, 1, 1, 4, 4, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0,
