.data
# Numero de aliados, numero de inimigos
MAP2_CHARACTERS:.byte	5, 7
# Codigos:
# 0 - chao
# 1 - parede
# 2 - aliado (espada)
# 3 - aliado (lanca)
# 4 - aliado (machado)
# 5 - inimigo (espada)
# 6 - inimigo (lanca)
# 7 - inimigo (machado)
MAP2_TILES:	.word	15, 10,
		.byte	1, 1, 0, 0, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1,
			2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1,
			0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0,
			0, 0, 0, 0, 0, 0, 0, 7, 1, 1, 1, 0, 0, 7, 1,
			0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0,
			0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0,
			0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0,
			0, 0, 0, 3, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0,
			0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 6, 0, 0, 0, 6,
			0, 0, 0, 0, 0, 0, 4, 1, 1, 1, 0, 0, 0, 0, 6,
