.data
cursor: .word 21, 21
.byte 37,37,37,37,37,37,37,37,37,39,199,39,37,37,37,37,37,37,37,37,37,
37,47,39,39,39,39,39,39,39,39,199,39,39,39,39,39,39,39,39,47,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
39,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,39,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
39,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,39,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,39,37,
37,47,39,39,39,39,39,39,39,39,199,39,39,39,39,39,39,39,39,47,37,
37,37,37,37,37,37,37,37,37,39,199,39,37,37,37,37,37,37,37,37,37,


