.data
# Numero de aliados, numero de inimigos
MAP5_CHARACTERS:.byte	6, 10
# Codigos:
# 0 - chao
# 1 - parede
# 2 - aliado (espada)
# 3 - aliado (lanca)
# 4 - aliado (machado)
# 5 - inimigo (espada)
# 6 - inimigo (lanca)
# 7 - inimigo (machado)
MAP5_TILES:	.word	15, 10,
		.byte	1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1,
			1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1,
			1, 1, 1, 7, 1, 0, 1, 1, 1, 7, 1, 0, 1, 1, 1,
			1, 1, 1, 7, 1, 0, 6, 0, 6, 7, 1, 0, 1, 1, 1,
			1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1,
			1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1,
			1, 1, 1, 1, 1, 1, 7, 0, 7, 1, 1, 1, 1, 1, 0,
			2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0,
			3, 0, 3, 1, 1, 0, 0, 0, 0, 7, 1, 1, 1, 0, 0,
			2, 0, 0, 4, 4, 0, 0, 0, 0, 7, 1, 1, 0, 0, 0,
